Index,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
1550,Subaru,87092,Gasoline,Automatic,Blue,Black,Accident reported,Yes,19500,8,256.0,3.6,6.0
3555,Hyundai,55359,Gasoline,Automatic,Silver,Black,None reported,,15599,7,,1.6,
1688,Mercedes-Benz,81000,Gasoline,Automatic,Grey,Other,Accident reported,Yes,13000,11,302.0,3.5,6.0
3418,Honda,96400,Hybrid,Automatic,White,Other,Accident reported,Yes,18500,7,212.0,2.0,4.0
2377,Subaru,84100,Gasoline,Manual,Grey,Black,None reported,Yes,34000,8,305.0,2.5,4.0
855,Ford,6217,Unknown,Unknown,Grey,Other,None reported,Yes,115000,50,,,
2862,Chevrolet,18000,Gasoline,Manual,Grey,Black,None reported,Yes,78000,15,638.0,6.2,8.0
78,Jaguar,48000,Gasoline,Automatic,Red,Black,Accident reported,Yes,30000,7,340.0,3.0,6.0
944,Lincoln,35469,Gasoline,Automatic,Black,Other,,,30890,5,,2.3,
199,Mercedes-Benz,65000,Diesel,Automatic,Black,Black,Accident reported,Yes,54999,10,188.0,3.0,6.0
3000,Jeep,9099,Gasoline,Automatic,Red,Black,None reported,Yes,68362,2,,5.7,
1623,Plymouth,22300,Gasoline,Automatic,Blue,Grey,None reported,Yes,28500,23,253.0,3.5,6.0
801,Hyundai,30565,Hybrid,Automatic,Grey,Black,None reported,Yes,29000,2,192.0,2.0,4.0
2412,INFINITI,110000,Gasoline,Unknown,White,Other,None reported,Yes,15600,12,400.0,5.6,8.0
1778,Ford,19590,Gasoline,Automatic,Blue,Grey,None reported,Yes,54999,3,315.0,2.7,6.0
2663,Chevrolet,58800,Gasoline,Automatic,White,White,None reported,Yes,15000,25,305.0,5.7,8.0
1775,GMC,137000,Gasoline,Automatic,Red,Other,None reported,Yes,20000,15,295.0,4.8,8.0
231,Honda,96473,Gasoline,Automatic,Black,Black,None reported,,15599,8,,2.0,
1413,GMC,23400,Gasoline,Automatic,Black,Black,None reported,Yes,52000,3,420.0,6.2,8.0
2011,Ford,54000,Gasoline,Automatic,White,Black,None reported,Yes,23999,8,300.0,3.7,6.0
2943,Ford,112000,Gasoline,Automatic,White,Black,Accident reported,Yes,14500,9,169.0,2.5,4.0
2230,Hummer,153692,Gasoline,Automatic,Other,Black,None reported,Yes,9995,17,242.0,3.7,5.0
2254,Bentley,31875,Gasoline,Automatic,White,Black,None reported,Yes,115785,6,600.0,6.0,12.0
2846,GMC,94500,Gasoline,Automatic,White,Other,Accident reported,Yes,30000,9,355.0,5.3,8.0
1915,Chevrolet,80000,Gasoline,Automatic,Red,Other,None reported,Yes,31000,16,430.0,6.2,8.0
3663,Pontiac,134033,Gasoline,Automatic,Red,Other,Accident reported,Yes,7200,27,285.0,5.7,8.0
3826,Ford,92671,Diesel,Automatic,Black,Black,Accident reported,Yes,50000,5,450.0,6.7,8.0
1143,Maserati,61840,Gasoline,Unknown,Grey,Other,None reported,Yes,16500,18,394.0,4.2,8.0
3568,Ford,64552,Gasoline,Automatic,Silver,Other,Accident reported,Yes,36750,4,,3.0,
191,Nissan,37800,Gasoline,Unknown,Orange,Orange,None reported,Yes,149500,7,565.0,3.8,6.0
104,Lexus,87001,Hybrid,Automatic,Gold,Other,None reported,Yes,17995,11,200.0,2.5,4.0
3396,Volkswagen,15167,Diesel,Automatic,Gold,Black,None reported,Yes,35000,9,240.0,3.0,6.0
1850,Jeep,103500,Gasoline,Manual,Yellow,Grey,None reported,Yes,12500,22,190.0,4.0,6.0
1391,Mercedes-Benz,10500,Gasoline,Automatic,Black,Brown,None reported,Yes,79500,5,208.0,2.0,4.0
3661,Toyota,149000,Gasoline,Automatic,Black,Other,None reported,Yes,18995,13,236.0,4.0,6.0
2812,Volkswagen,90000,Gasoline,Automatic,Grey,Black,None reported,Yes,16750,8,210.0,2.0,4.0
2233,Rivian,8681,,Automatic,Grey,Black,None reported,Yes,82000,2,835.0,,
2631,Toyota,36283,Gasoline,Automatic,Red,Black,None reported,,39598,5,,,
3506,Toyota,78500,Gasoline,Automatic,Silver,Other,None reported,Yes,12000,15,179.0,2.5,4.0
3054,Chevrolet,49000,Gasoline,Manual,Orange,Other,None reported,Yes,75000,8,650.0,6.2,8.0
2414,Lexus,168422,Hybrid,Automatic,Black,Other,Accident reported,Yes,10900,14,245.0,3.5,6.0
1425,Ford,67550,Diesel,Automatic,Gold,Other,None reported,Yes,30000,21,325.0,6.0,8.0
1808,Jeep,8400,Gasoline,Automatic,Black,Black,Accident reported,Yes,47000,2,285.0,3.6,6.0
2425,Chevrolet,22000,Gasoline,Manual,Blue,Black,None reported,Yes,50000,2,455.0,6.2,8.0
1922,Toyota,1275,Gasoline,Automatic,Blue,Black,None reported,Yes,47999,2,228.0,2.4,4.0
3910,Toyota,27000,Gasoline,Automatic,White,Black,None reported,Yes,48500,3,270.0,4.0,6.0
2171,Ford,97700,Diesel,Automatic,Black,Other,None reported,Yes,39950,9,440.0,6.7,8.0
1652,Chevrolet,177000,E85 Flex Fuel,Automatic,Gold,Other,Accident reported,Yes,10750,17,320.0,5.3,8.0
3365,Kia,208321,Gasoline,Automatic,White,Other,None reported,Yes,3500,14,173.0,2.7,6.0
994,Toyota,150900,Gasoline,Automatic,Black,Grey,None reported,Yes,17500,12,381.0,5.7,8.0
464,Lincoln,158000,Gasoline,Unknown,Red,Other,None reported,Yes,19780,8,380.0,3.5,6.0
1506,RAM,72000,Gasoline,Automatic,Blue,Other,Accident reported,Yes,24200,7,395.0,5.7,8.0
1476,Kia,26468,Gasoline,Automatic,Blue,Black,Accident reported,Yes,27875,2,,2.4,
3211,Mazda,61117,Gasoline,Automatic,Silver,Black,None reported,Yes,26485,3,,2.5,
3858,Ford,53782,Gasoline,Manual,Black,Black,Accident reported,Yes,29950,6,460.0,5.0,8.0
1236,Toyota,40698,Gasoline,Unknown,White,Black,None reported,,42886,5,,3.5,
2436,Chevrolet,75466,Gasoline,Automatic,Grey,Black,None reported,Yes,34500,6,355.0,5.3,8.0
1689,Ford,17451,Gasoline,Automatic,White,Blue,None reported,,77900,2,,3.5,
212,Mercedes-Benz,51700,Gasoline,Unknown,White,Black,None reported,Yes,32000,6,375.0,2.0,4.0
1036,Lexus,5483,Gasoline,Automatic,White,Black,None reported,,59950,1,,2.4,
3877,BMW,190395,Gasoline,Automatic,Black,Brown,None reported,Yes,5000,19,184.0,2.5,6.0
900,BMW,47700,Gasoline,Automatic,Red,White,Accident reported,Yes,54999,6,600.0,4.4,8.0
1760,Honda,9642,Gasoline,Automatic,Red,Black,None reported,,38999,2,,3.5,
2194,Kia,36100,Hybrid,Automatic,Black,White,None reported,Yes,37500,2,227.0,1.6,4.0
741,Dodge,102681,Gasoline,Manual,Red,Black,None reported,Yes,6000,14,158.0,2.0,4.0
3519,Subaru,8700,Gasoline,Manual,Grey,Black,None reported,Yes,39900,14,305.0,2.5,4.0
3098,Volvo,199000,Gasoline,Unknown,Red,Other,Accident reported,Yes,5500,13,227.0,2.5,5.0
3770,Acura,128000,Gasoline,Automatic,Grey,Black,None reported,Yes,19500,8,290.0,3.5,6.0
1206,Cadillac,168600,Gasoline,Automatic,White,Other,None reported,Yes,29500,8,420.0,6.2,8.0
509,BMW,87000,Gasoline,Automatic,White,Other,None reported,Yes,15300,16,300.0,3.0,6.0
597,Ford,132000,Gasoline,Unknown,Black,Black,Accident reported,Yes,10999,13,305.0,3.7,6.0
3511,Toyota,25083,Gasoline,Automatic,Red,Grey,Accident reported,Yes,34955,6,,3.5,
981,Audi,18031,,Automatic,Blue,Black,None reported,,39599,3,,,
2077,Mazda,39800,Gasoline,Unknown,Blue,Black,None reported,Yes,13250,16,158.0,2.0,4.0
3525,Mercedes-Benz,46000,Gasoline,Automatic,Grey,Black,None reported,Yes,56000,7,503.0,4.0,8.0
518,Tesla,61308,,Automatic,White,White,None reported,Yes,42000,3,425.0,,
1830,BMW,71000,Gasoline,Unknown,White,Black,Accident reported,Yes,16700,10,240.0,2.0,4.0
767,Cadillac,3000,Diesel,Automatic,White,Brown,None reported,Yes,123999,1,277.0,3.0,6.0
2644,Bentley,1795,Gasoline,Automatic,Black,Other,None reported,,269991,2,,4.0,
2751,Toyota,25882,Gasoline,Automatic,Black,Other,None reported,,43837,3,270.0,4.0,
421,Maserati,1000,Gasoline,Unknown,Grey,Red,None reported,Yes,36000,8,404.0,3.0,6.0
123,Mercedes-Benz,13177,Gasoline,Automatic,White,Black,None reported,,44798,2,,,
2749,Ford,32437,Gasoline,Automatic,Grey,Black,None reported,Yes,51000,3,315.0,2.7,6.0
2266,Audi,27532,Gasoline,Automatic,Grey,Black,None reported,Yes,27900,6,252.0,2.0,4.0
1807,BMW,36905,Gasoline,Unknown,Blue,Other,None reported,Yes,50000,3,382.0,3.0,6.0
819,Hyundai,116612,Gasoline,Automatic,White,White,Accident reported,Yes,12700,9,311.0,3.8,6.0
1403,Jaguar,4279,Gasoline,Automatic,White,Black,,,70000,11,550.0,5.0,8.0
1382,Land,350,Gasoline,Unknown,Black,Other,None reported,Yes,195000,1,523.0,4.4,8.0
100,Cadillac,2415,Gasoline,Automatic,Other,Grey,None reported,,104900,1,,6.2,
3522,Cadillac,160249,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,12900,12,403.0,6.2,8.0
1283,Dodge,73000,Gasoline,Manual,Black,Grey,None reported,Yes,22500,20,500.0,8.3,10.0
3698,Ford,69849,Gasoline,Automatic,Red,Other,None reported,Yes,48149,4,,3.5,
3045,Ford,118000,Gasoline,Automatic,Black,Black,None reported,Yes,15000,7,365.0,3.5,6.0
3927,Ford,134000,Gasoline,Automatic,Silver,Grey,None reported,Yes,26500,7,310.0,3.5,6.0
1103,Mercedes-Benz,13000,Hybrid,Automatic,Silver,Black,None reported,Yes,81500,2,429.0,3.0,6.0
1924,Jeep,99450,Gasoline,Manual,Grey,Black,None reported,Yes,21000,10,285.0,3.6,6.0
2941,BMW,119750,Gasoline,Automatic,White,Other,None reported,Yes,15499,10,300.0,3.0,6.0
3195,GMC,11563,Gasoline,Automatic,Blue,Black,Accident reported,Yes,12300,11,182.0,2.4,4.0
2495,Acura,13600,Gasoline,Automatic,Blue,White,None reported,Yes,65000,1,355.0,3.0,6.0
1352,Mercedes-Benz,120000,Diesel,Automatic,Black,Grey,None reported,Yes,31999,13,188.0,3.0,6.0
1602,Cadillac,134000,Gasoline,Automatic,Gold,Brown,None reported,Yes,32999,7,420.0,6.2,8.0
3315,Chevrolet,11089,Gasoline,Manual,Silver,Red,None reported,,80900,2,,6.2,
3085,Land,47200,Gasoline,Automatic,Black,Other,Accident reported,Yes,29000,7,340.0,3.0,6.0
982,Toyota,8200,Hybrid,Automatic,Brown,Black,None reported,Yes,78900,1,437.0,3.4,6.0
456,Kia,11945,,Automatic,Other,Black,None reported,,38998,2,,,
2969,BMW,3099,Hybrid,Automatic,Black,Black,None reported,Yes,74995,1,389.0,3.0,6.0
2957,Lamborghini,14586,Gasoline,Automatic,Blue,Other,None reported,,209991,7,,5.2,
2828,GMC,85000,Gasoline,Automatic,White,Black,None reported,Yes,32750,8,355.0,5.3,8.0
381,Land,115550,Gasoline,Automatic,White,Black,None reported,Yes,17500,9,240.0,2.0,4.0
3732,Ford,112000,Gasoline,Automatic,White,Grey,Accident reported,Yes,29500,9,310.0,3.5,6.0
2299,Ford,79615,Gasoline,Automatic,Black,Black,None reported,Yes,10995,10,,2.0,
2451,Tesla,35315,,Automatic,White,Black,None reported,Yes,66900,3,670.0,,
1010,Land,49899,Gasoline,Unknown,White,Black,Accident reported,Yes,64500,4,518.0,5.0,8.0
3495,RAM,15183,Gasoline,Automatic,Black,Black,None reported,Yes,90000,3,702.0,6.2,8.0
3998,Porsche,43500,Gasoline,Automatic,Black,Black,None reported,Yes,66500,9,350.0,3.4,6.0
662,Ford,67500,Gasoline,Automatic,Grey,Black,None reported,Yes,40500,5,375.0,3.5,6.0
1697,Cadillac,1090,,Automatic,Grey,Silver,None reported,Yes,68750,1,500.0,,
1614,INFINITI,69000,Gasoline,Automatic,Grey,Black,None reported,Yes,31450,4,400.0,5.6,8.0
3628,Jaguar,34322,Diesel,Automatic,Blue,Other,None reported,,29998,6,,,
2353,Kia,15583,Hybrid,Automatic,Black,Grey,None reported,,40599,2,,1.6,
3273,RAM,54800,Gasoline,Automatic,White,Black,Accident reported,Yes,37050,6,395.0,5.7,8.0
3130,Jeep,61830,Gasoline,Automatic,Other,Black,Accident reported,,39860,4,,2.0,
3036,Mazda,33362,Gasoline,Manual,Silver,Black,Accident reported,Yes,17599,20,178.0,1.8,4.0
2213,Bentley,1919,Gasoline,Automatic,Other,Other,None reported,,289991,2,,,12.0
845,Nissan,21212,Gasoline,Automatic,Other,Other,None reported,,28906,2,,1.5,
542,Nissan,56450,,Automatic,Black,Black,Accident reported,Yes,13999,6,147.0,,
91,Kia,36602,Hybrid,Automatic,Blue,Other,None reported,Yes,31995,2,,1.6,
2552,Mercedes-Benz,2235,Hybrid,Unknown,Grey,Red,None reported,Yes,110000,2,429.0,3.0,6.0
1588,Cadillac,32000,Gasoline,Automatic,Grey,Black,None reported,Yes,22999,6,272.0,2.0,4.0
1196,INFINITI,49860,Gasoline,Automatic,Black,Other,Accident reported,Yes,47645,2,,5.6,
1102,RAM,22000,Gasoline,Automatic,Black,Black,None reported,Yes,54800,3,395.0,5.7,8.0
2678,Toyota,41000,Gasoline,Automatic,Blue,Black,None reported,Yes,38700,4,295.0,3.5,6.0
1770,MINI,110022,Gasoline,Manual,Silver,Black,None reported,Yes,6250,17,172.0,1.6,4.0
2256,BMW,17900,Gasoline,Unknown,Black,Black,None reported,Yes,59900,9,560.0,4.4,8.0
1833,Alfa,36000,Gasoline,Automatic,White,Red,None reported,Yes,21000,7,280.0,2.0,4.0
2155,Volkswagen,15500,Gasoline,Automatic,Silver,Black,None reported,Yes,30000,4,268.0,2.0,4.0
3220,BMW,58880,Gasoline,Automatic,White,Brown,None reported,Yes,21000,7,248.0,2.0,4.0
3367,MINI,66000,Gasoline,Automatic,White,Black,None reported,Yes,10999,12,181.0,1.6,4.0
1048,Mercedes-Benz,36900,Gasoline,Automatic,Grey,Other,None reported,Yes,28500,7,241.0,2.0,4.0
2829,Mercedes-Benz,16113,Diesel,Automatic,Grey,Black,None reported,Yes,111000,2,188.0,3.0,6.0
3988,Nissan,120000,Gasoline,Automatic,Silver,Black,None reported,Yes,6750,17,240.0,3.5,6.0
898,RAM,177000,Diesel,Automatic,Black,Other,Accident reported,Yes,40500,10,385.0,6.7,6.0
1459,Land,2800,Gasoline,Automatic,White,Red,None reported,Yes,175000,1,523.0,4.4,8.0
1618,Honda,26900,Gasoline,Manual,Silver,Red,None reported,Yes,35000,24,240.0,2.0,4.0
237,BMW,70582,Gasoline,Automatic,Black,White,Accident reported,Yes,35000,8,300.0,3.0,6.0
2460,Dodge,150000,Gasoline,Manual,Black,Grey,Accident reported,Yes,5500,22,175.0,3.9,6.0
1783,BMW,81500,Gasoline,Automatic,White,White,None reported,Yes,41250,6,445.0,4.4,8.0
1133,Porsche,23278,Gasoline,Automatic,Blue,Other,None reported,,114998,4,,,
2605,McLaren,8984,Gasoline,Automatic,Blue,Black,None reported,,171900,6,,3.8,
2726,Ford,144200,Gasoline,Automatic,Black,Other,None reported,Yes,9999,14,210.0,4.0,6.0
163,Toyota,213000,Gasoline,Automatic,White,Other,None reported,Yes,26500,27,212.0,4.5,6.0
2295,Bentley,43000,Gasoline,Automatic,Black,Black,None reported,Yes,48500,15,552.0,6.0,12.0
1842,Porsche,98413,Gasoline,Unknown,Green,Black,Accident reported,Yes,34900,11,420.0,4.8,8.0
252,Lincoln,83765,Gasoline,Automatic,Black,Black,None reported,Yes,8995,13,263.0,3.5,6.0
1779,Nissan,16850,Gasoline,Unknown,White,Black,None reported,Yes,95000,9,545.0,3.8,6.0
3196,Tesla,7500,,Automatic,Silver,Black,None reported,Yes,84000,2,670.0,,
1950,Audi,70773,Gasoline,Automatic,White,Black,None reported,Yes,30950,6,333.0,3.0,6.0
1545,Lexus,70780,Hybrid,Automatic,Silver,Grey,None reported,Yes,35700,6,308.0,3.5,6.0
930,Chevrolet,93000,Gasoline,Automatic,Black,Black,None reported,Yes,38500,4,355.0,5.3,8.0
2404,INFINITI,38400,Gasoline,Automatic,Blue,Other,None reported,Yes,32100,4,295.0,3.5,6.0
1871,Ford,45578,Gasoline,Automatic,White,Other,None reported,Yes,45023,6,375.0,3.5,6.0
3049,Chevrolet,130000,E85 Flex Fuel,Automatic,Red,Grey,None reported,Yes,7200,19,295.0,5.3,8.0
2986,BMW,28898,Gasoline,Automatic,Black,Orange,None reported,Yes,71000,3,523.0,4.4,8.0
1866,Audi,30000,Hybrid,Automatic,Black,Black,None reported,Yes,62000,3,335.0,3.0,6.0
4000,Subaru,32250,Gasoline,Automatic,Black,Black,Accident reported,Yes,36000,3,260.0,2.4,4.0
2232,Ford,235000,Gasoline,Automatic,White,Grey,,,18000,6,275.0,3.7,6.0
3021,MINI,95000,Gasoline,Manual,Grey,Other,None reported,Yes,12500,18,168.0,1.6,4.0
1090,Audi,156875,Gasoline,Manual,Black,Red,Accident reported,Yes,9900,13,354.0,4.2,8.0
3187,Toyota,119000,Gasoline,Automatic,Red,Black,None reported,Yes,29950,8,381.0,5.7,8.0
3835,Mercedes-Benz,98300,Gasoline,Unknown,Black,Black,Accident reported,Yes,15900,18,362.0,5.4,8.0
3468,BMW,43000,,Automatic,Black,Other,None reported,Yes,16500,7,170.0,0.65,
1181,Porsche,39500,Gasoline,Unknown,Black,Black,None reported,Yes,52590,9,440.0,4.8,8.0
1452,Jeep,35289,Gasoline,Automatic,Other,Black,,,35470,4,,3.6,
593,Subaru,45000,Gasoline,Manual,Blue,Black,Accident reported,Yes,25000,10,200.0,2.0,4.0
677,Jaguar,55000,Gasoline,Unknown,Grey,Red,None reported,Yes,34000,7,380.0,3.0,6.0
41,Honda,2978,Gasoline,Automatic,Silver,Grey,None reported,,45498,1,,,
2409,Nissan,91545,Gasoline,Automatic,Silver,Black,None reported,Yes,8999,12,175.0,2.5,4.0
2396,Chevrolet,97000,Gasoline,Automatic,White,Grey,None reported,Yes,27500,24,200.0,4.3,6.0
2411,BMW,105100,Gasoline,Automatic,Grey,Black,Accident reported,Yes,23300,7,300.0,3.0,6.0
1948,Ford,69205,Diesel,Unknown,White,Black,None reported,Yes,73500,5,450.0,6.7,8.0
243,INFINITI,158564,Gasoline,Automatic,Blue,Other,None reported,Yes,8750,15,328.0,3.7,6.0
1124,Mercedes-Benz,103069,Gasoline,Automatic,Blue,Brown,None reported,,40998,6,,,
1339,Mazda,41997,Gasoline,Automatic,Black,Black,None reported,Yes,24995,5,227.0,2.5,4.0
1615,Rolls-Royce,1560,Unknown,Unknown,Other,Blue,None reported,Yes,599995,1,,,
3936,Jaguar,40000,Gasoline,Automatic,Blue,Other,None reported,Yes,15400,24,290.0,4.0,8.0
1569,Mercedes-Benz,1025,Gasoline,Automatic,Black,Other,None reported,Yes,299000,4,,2.0,
1442,BMW,34455,Gasoline,Automatic,Grey,Other,None reported,Yes,28000,9,300.0,3.0,6.0
261,Toyota,24001,Gasoline,Automatic,Other,Other,None reported,,47498,2,,3.5,
2346,Ford,81000,Gasoline,Unknown,Black,Black,None reported,Yes,27000,7,365.0,3.5,6.0
2990,RAM,24213,Gasoline,Automatic,White,Black,None reported,Yes,46500,3,395.0,5.7,8.0
2249,Bentley,18000,Gasoline,Automatic,Blue,Other,None reported,Yes,63000,15,552.0,6.0,12.0
2696,Toyota,92000,Gasoline,Automatic,Red,Other,Accident reported,Yes,30000,5,295.0,3.5,6.0
2662,Chevrolet,51133,Gasoline,Automatic,Other,Black,Accident reported,,25800,4,,2.0,
834,Ford,48000,E85 Flex Fuel,Automatic,White,Grey,None reported,Yes,57000,3,275.0,3.5,6.0
3076,Porsche,70455,Gasoline,Automatic,White,Black,None reported,Yes,45855,6,300.0,3.6,6.0
1670,Ford,72128,E85 Flex Fuel,Automatic,White,Other,,,45985,7,,6.2,
3008,BMW,185000,Gasoline,Automatic,Black,Other,Accident reported,Yes,7500,8,180.0,2.0,4.0
1611,Nissan,16700,Gasoline,Automatic,White,Black,None reported,Yes,26500,7,131.0,2.0,4.0
340,Audi,4648,Hybrid,Automatic,Black,Black,None reported,,47598,1,,,
3473,Toyota,31000,Gasoline,Unknown,Grey,Grey,None reported,Yes,43000,2,295.0,3.5,6.0
748,Jeep,7000,Hybrid,Automatic,Grey,Black,None reported,Yes,46000,1,285.0,3.6,6.0
1898,Audi,66250,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,59200,7,605.0,4.0,8.0
480,RAM,44362,Gasoline,Automatic,White,Black,None reported,Yes,50658,4,,5.7,
3231,Mercedes-Benz,59766,Gasoline,Automatic,Blue,Other,None reported,,26900,5,,2.0,
2658,Chevrolet,36555,Gasoline,Automatic,White,Black,None reported,Yes,64288,2,,5.3,
3822,Volkswagen,131986,Gasoline,Manual,White,Black,Accident reported,Yes,9000,12,200.0,2.0,4.0
2019,RAM,10458,Gasoline,Automatic,Red,Black,None reported,Yes,48815,4,,5.7,
783,Porsche,40600,Gasoline,Automatic,Grey,Black,None reported,Yes,32000,7,252.0,2.0,4.0
3433,Porsche,11938,Gasoline,Unknown,Black,Other,,,209000,3,572.0,3.8,6.0
1872,BMW,54000,Gasoline,Manual,Black,Red,Accident reported,Yes,19996,9,240.0,2.0,4.0
2614,Chevrolet,21000,Gasoline,Manual,Silver,Black,None reported,Yes,47500,18,505.0,7.0,8.0
3204,Ford,31250,Gasoline,Automatic,Blue,Grey,None reported,Yes,42500,4,325.0,2.7,6.0
3313,Mercedes-Benz,42717,Gasoline,Automatic,Gold,Other,None reported,Yes,33500,4,255.0,2.0,4.0
2500,BMW,33000,Gasoline,Automatic,Grey,Black,None reported,Yes,65000,9,560.0,4.4,8.0
1732,Cadillac,54323,Gasoline,Automatic,Red,Other,None reported,,27998,5,,,
1840,Buick,32000,Gasoline,Automatic,Black,Other,None reported,Yes,27000,5,197.0,2.5,4.0
2628,Ford,17000,Gasoline,Automatic,Grey,Other,None reported,Yes,44000,2,275.0,2.3,4.0
3292,Mercedes-Benz,13344,Diesel,Automatic,Red,Black,None reported,Yes,56500,3,188.0,3.0,6.0
1791,Cadillac,53169,Gasoline,Automatic,Black,Black,None reported,Yes,81500,3,420.0,6.2,8.0
1271,Kia,14700,Gasoline,Automatic,Blue,Black,None reported,Yes,39900,1,291.0,3.8,6.0
3237,Chevrolet,40929,Gasoline,Automatic,Red,Black,Accident reported,Yes,44800,4,,5.3,
2009,RAM,18645,Gasoline,Automatic,Black,Black,None reported,Yes,49700,2,,5.7,
1127,Lexus,41500,Gasoline,Automatic,Blue,Black,Accident reported,Yes,44800,14,416.0,5.0,8.0
626,Pontiac,158000,Gasoline,Automatic,White,Black,Accident reported,Yes,2500,25,200.0,3.8,6.0
347,Volvo,95000,Gasoline,Automatic,White,Other,None reported,Yes,18000,6,250.0,2.0,4.0
3056,Hyundai,57690,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,15900,6,185.0,2.4,4.0
2623,Ford,49170,Gasoline,Automatic,Silver,Black,None reported,Yes,12500,26,225.0,4.6,8.0
1565,BMW,95450,Gasoline,Manual,Grey,Grey,Accident reported,Yes,42000,18,333.0,3.2,6.0
2104,Jeep,128000,Gasoline,Automatic,Grey,Black,None reported,Yes,26800,7,285.0,3.6,6.0
979,Lamborghini,6929,Gasoline,Automatic,Blue,Black,None reported,Yes,649999,5,759.0,6.5,12.0
1423,Audi,73000,E85 Flex Fuel,Automatic,Black,Black,Accident reported,Yes,17200,9,220.0,2.0,4.0
3594,Audi,83420,E85 Flex Fuel,Automatic,Red,Grey,Accident reported,Yes,16000,9,220.0,2.0,4.0
2138,Volkswagen,87892,Gasoline,Manual,Grey,Black,None reported,Yes,16000,8,210.0,2.0,4.0
911,Audi,55000,Gasoline,Automatic,White,Brown,None reported,Yes,28000,8,333.0,3.0,6.0
3285,BMW,98000,Gasoline,Unknown,Black,Brown,None reported,Yes,13998,16,300.0,3.0,6.0
632,Kia,47466,Gasoline,Automatic,Silver,Black,None reported,,14699,6,147.0,2.0,
1756,Honda,6025,Gasoline,Manual,Grey,Grey,None reported,Yes,27500,4,205.0,1.5,4.0
445,Audi,108000,Gasoline,Automatic,Grey,Brown,None reported,Yes,25999,7,333.0,3.0,6.0
617,Mercedes-Benz,63000,Gasoline,Automatic,White,Black,Accident reported,Yes,42000,7,469.0,4.0,8.0
2487,Cadillac,28121,Gasoline,Automatic,Black,Black,None reported,,89000,3,,6.2,
3297,Mercedes-Benz,40000,Gasoline,Automatic,Blue,Black,None reported,Yes,27900,5,255.0,2.0,4.0
2176,Land,63295,Gasoline,Automatic,Blue,White,None reported,Yes,29993,6,340.0,3.0,6.0
2014,Ford,43329,Gasoline,Automatic,Grey,Black,None reported,Yes,43642,3,,3.5,
2167,Dodge,90305,Gasoline,Automatic,Grey,Black,None reported,Yes,12000,14,250.0,3.5,6.0
2760,Jeep,20655,Gasoline,Automatic,Red,Black,,,42850,4,,3.6,
3398,Jeep,31112,Gasoline,Automatic,Black,Black,None reported,Yes,83000,2,471.0,6.4,8.0
2577,Toyota,157000,Gasoline,Unknown,Black,Other,None reported,Yes,23500,13,270.0,4.0,6.0
1465,Porsche,72000,Gasoline,Manual,Blue,Grey,None reported,Yes,12250,25,201.0,2.5,6.0
3411,RAM,13438,Gasoline,Automatic,Black,Black,None reported,,46599,2,,5.7,
2119,Jeep,54000,Gasoline,Automatic,Green,Grey,None reported,Yes,20000,16,202.0,3.8,6.0
115,Mercedes-Benz,69000,Gasoline,Unknown,Black,Brown,None reported,Yes,36500,8,550.0,5.5,8.0
1494,Jeep,1750,Gasoline,Automatic,Grey,Brown,None reported,Yes,65500,2,285.0,3.6,6.0
353,Mercedes-Benz,21500,Gasoline,Automatic,Black,Black,Accident reported,Yes,18000,15,268.0,3.5,6.0
1232,Buick,119500,Gasoline,Automatic,White,Other,Accident reported,Yes,16999,28,260.0,5.7,8.0
613,Chevrolet,41050,Gasoline,Automatic,Grey,Grey,None reported,Yes,62900,3,355.0,5.3,8.0
3674,Toyota,74000,Gasoline,Automatic,White,Black,None reported,Yes,27950,6,295.0,3.5,6.0
1729,Chevrolet,159000,Gasoline,Automatic,White,Other,Accident reported,Yes,26900,9,355.0,5.3,8.0
2351,Land,450,Hybrid,Automatic,Blue,Black,None reported,Yes,124000,1,395.0,3.0,6.0
3723,Kia,16100,Gasoline,Automatic,Blue,Black,None reported,Yes,25500,3,146.0,2.0,4.0
2530,Ferrari,38686,Gasoline,Unknown,White,Red,None reported,Yes,99999,19,483.0,4.3,8.0
3767,Ford,248000,E85 Flex Fuel,Automatic,Silver,Other,Accident reported,Yes,14000,14,255.0,5.4,8.0
57,Audi,83500,Gasoline,Unknown,Silver,Black,None reported,Yes,6500,14,200.0,2.0,4.0
2827,Mazda,144900,Gasoline,Unknown,Black,Other,None reported,Yes,6000,12,155.0,2.0,4.0
3249,MINI,99600,Gasoline,Automatic,Orange,Black,None reported,Yes,5500,18,168.0,1.6,4.0
2913,Chevrolet,162671,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,12000,14,320.0,5.3,8.0
3920,INFINITI,38000,Gasoline,Automatic,Red,White,None reported,Yes,32000,6,400.0,3.0,6.0
1253,Mercedes-Benz,54000,Gasoline,Automatic,White,Other,None reported,Yes,37000,9,449.0,4.7,8.0
3338,Cadillac,69289,Gasoline,Automatic,Grey,Black,Accident reported,Yes,20997,7,304.0,3.6,6.0
2510,Audi,44000,Gasoline,Automatic,Grey,Black,None reported,Yes,39000,6,354.0,3.0,6.0
